CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C17672,965.88,1.00,1.00,1.00,0.00,561.02,0.08,0.08,0.00,0.17,2,1,1200,751.96,261.89,0.00,12
C17673,82.57,1.00,471.64,0.00,471.64,0.00,0.92,0.00,0.92,0.00,0,23,1200,554.17,214.88,0.33,12
C17674,383.37,1.00,326.74,326.74,0.00,0.00,0.25,0.25,0.00,0.00,0,3,600,525.78,199.59,0.00,12
C17675,793.86,1.00,1478.93,1478.93,0.00,0.00,0.33,0.33,0.00,0.00,0,10,1200,723.96,474.25,0.00,12
C17676,51.20,1.00,1319.04,1319.04,0.00,0.00,1.00,1.00,0.00,0.00,0,18,3500,1324.45,126.40,0.88,12
C17677,1488.63,1.00,0.00,0.00,0.00,2909.05,0.00,0.00,0.00,0.36,24,0,3000,1968.41,439.16,0.09,11
C17678,92.60,1.00,720.11,720.11,0.00,0.00,0.58,0.58,0.00,0.00,0,16,1700,535.43,193.50,0.22,12
C17679,382.63,1.00,0.00,0.00,0.00,748.78,0.00,0.00,0.00,0.09,1,0,1200,566.61,196.90,0.00,11
C17680,402.81,1.00,960.09,91.80,868.29,373.41,1.00,0.08,1.00,0.08,5,59,500,1127.29,366.40,0.08,12
C17681,1271.17,0.91,0.00,0.00,0.00,1865.94,0.00,0.00,0.00,0.09,1,0,4000,2099.39,366.38,0.00,11
C17682,124.74,0.64,1007.45,0.00,1007.45,0.00,0.58,0.00,0.58,0.00,0,14,2500,1616.54,146.49,1.00,12
C17683,1060.04,1.00,340.00,49.00,291.00,0.00,0.50,0.08,0.42,0.00,0,7,2500,261.76,243.69,0.00,12
C17684,90.08,1.00,1098.82,1098.82,0.00,181.73,0.58,0.58,0.00,0.08,1,13,3000,1307.14,141.01,0.43,12
C17685,85.85,0.64,0.00,0.00,0.00,499.09,0.00,0.00,0.00,0.08,1,0,600,1528.02,146.91,0.29,12
C17686,2115.60,1.00,320.00,0.00,320.00,2033.15,0.83,0.00,0.75,0.50,17,10,3000,1260.00,754.05,0.00,12
C17687,193.21,1.00,2281.57,905.60,1375.97,0.00,1.00,0.92,0.92,0.00,0,45,3000,1782.06,183.78,0.91,12
C17688,82.98,1.00,906.78,0.00,906.78,0.00,1.00,0.00,1.00,0.00,0,25,3000,780.21,152.75,0.82,12
C17689,991.77,1.00,2020.00,2020.00,0.00,600.19,0.25,0.25,0.00,0.33,4,4,3400,1817.83,322.30,0.00,12
C17690,5482.20,1.00,0.00,0.00,0.00,4948.91,0.00,0.00,0.00,0.50,15,0,9000,1343.18,1666.09,0.00,12
C17691,1016.50,1.00,64.82,64.82,0.00,994.18,0.14,0.14,0.00,0.29,8,1,1200,74.54,289.57,0.00,7
C17692,205.13,0.57,1222.98,1222.98,0.00,0.00,0.43,0.43,0.00,0.00,0,5,3000,1144.83,121.33,0.00,7
C17693,1450.60,1.00,2763.84,1434.43,1329.41,0.00,1.00,0.71,0.86,0.00,0,98,2000,343.92,1339.67,0.00,7
C17694,1405.99,1.00,1839.00,256.00,1583.00,1684.66,1.00,0.17,1.00,0.25,4,27,1800,3603.30,1249.17,0.00,12
C17695,424.97,1.00,272.28,0.00,272.28,0.00,1.00,0.00,1.00,0.00,0,24,1700,64.66,745.78,0.00,12
C17696,74.43,1.00,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2500,0.00,,0.00,12
C17697,24.82,0.91,390.05,44.90,345.15,0.00,0.83,0.08,0.75,0.00,0,11,1000,423.34,117.84,0.27,12
C17698,1109.88,1.00,0.00,0.00,0.00,645.64,0.00,0.00,0.00,0.25,7,0,1200,476.98,305.13,0.00,12
C17699,679.42,1.00,298.49,298.49,0.00,152.66,0.08,0.08,0.00,0.08,1,4,1000,456.14,216.04,0.00,12
C17700,270.14,0.91,958.93,752.90,206.03,0.00,0.75,0.17,0.67,0.00,0,26,1900,2063.47,216.50,0.00,12
C17701,256.03,0.91,2098.56,1798.30,300.26,0.00,0.91,0.91,0.27,0.00,0,22,3000,1909.53,155.70,0.25,11
C17702,794.66,1.00,329.96,329.96,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2000,703.61,166.00,0.00,12
C17703,1644.12,1.00,0.00,0.00,0.00,830.13,0.00,0.00,0.00,0.17,3,0,2500,333.11,352.39,0.00,12
C17704,28.80,0.73,173.02,0.00,173.02,0.00,0.50,0.00,0.50,0.00,0,6,1000,229.50,133.44,0.27,12
C17705,976.39,1.00,785.40,785.40,0.00,347.16,0.33,0.33,0.00,0.25,3,6,3500,820.34,251.96,0.00,12
C17706,1005.66,1.00,710.03,710.03,0.00,5001.08,0.42,0.42,0.00,0.92,40,8,1500,5679.95,234.57,0.25,12
C17707,700.72,1.00,425.18,0.00,425.18,0.00,1.00,0.00,1.00,0.00,0,29,3000,148.58,214.20,0.00,12
C17708,8.28,0.45,670.00,0.00,670.00,0.00,1.00,0.00,1.00,0.00,0,16,2500,703.77,43.26,0.09,12
C17709,1373.70,1.00,267.75,0.00,267.75,38.90,0.75,0.00,0.67,0.17,2,9,1500,446.15,692.73,0.00,12
C17710,215.48,1.00,670.65,300.00,370.65,0.00,1.00,0.08,0.92,0.00,0,18,3000,366.63,185.04,0.30,12
C17711,108.86,1.00,3224.34,3224.34,0.00,0.00,1.00,1.00,0.00,0.00,0,39,1500,2752.57,123.70,1.00,12
C17712,7.22,0.27,54.45,54.45,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2000,160.13,205.17,0.00,12
C17713,1736.93,1.00,616.00,0.00,616.00,0.00,0.92,0.00,0.92,0.00,0,11,1900,803.88,644.16,0.00,12
C17714,242.53,1.00,3520.00,0.00,3520.00,0.00,0.92,0.00,0.92,0.00,0,11,650,3814.91,3236.66,0.33,12
C17715,1372.08,1.00,800.00,0.00,800.00,0.00,0.83,0.00,0.83,0.00,0,10,1200,1190.70,2461.56,0.00,12
C17716,6388.82,1.00,5154.75,1622.06,3532.69,0.00,1.00,0.50,1.00,0.00,0,115,9500,6436.52,1823.79,0.00,12
C17717,254.95,1.00,2870.83,2655.15,215.68,0.00,1.00,0.82,0.73,0.00,0,54,7500,2461.13,194.29,0.90,11
C17718,15.81,0.64,120.88,0.00,120.88,0.00,0.42,0.00,0.42,0.00,0,5,5000,258.87,128.95,0.50,12
C17719,77.38,0.64,2321.87,1212.87,1109.00,0.00,0.58,0.17,0.58,0.00,0,22,1900,2071.27,89.00,0.36,12
C17720,849.03,1.00,345.00,0.00,345.00,101.51,0.75,0.00,0.67,0.08,1,24,1200,1465.04,268.95,0.08,12
C17721,525.17,1.00,91.23,48.90,42.33,0.00,0.33,0.08,0.25,0.00,0,4,4000,154.94,233.34,0.00,12
C17722,510.95,1.00,172.41,172.41,0.00,0.00,0.08,0.08,0.00,0.00,0,4,1200,959.00,242.77,0.00,12
C17723,486.17,0.55,0.00,0.00,0.00,1494.44,0.00,0.00,0.00,0.08,1,0,1500,2945.62,120.04,0.18,12
C17724,2291.68,1.00,4983.93,4065.93,918.00,0.00,0.92,0.75,0.58,0.00,0,33,6500,1149.75,624.92,0.00,12
C17726,145.72,1.00,529.70,240.20,289.50,38.26,1.00,0.33,1.00,0.08,1,26,800,363.37,188.11,0.00,12
C17727,286.81,1.00,2016.14,1602.14,414.00,0.00,0.67,0.42,0.33,0.00,0,14,1200,1525.09,191.60,0.00,12
C17728,22.46,0.27,185.25,0.00,185.25,0.00,0.25,0.00,0.17,0.00,0,3,1000,371.22,163.47,1.00,12
C17729,1108.99,1.00,0.00,0.00,0.00,75.07,0.00,0.00,0.00,0.08,1,0,1500,1690.17,283.05,0.08,12
C17730,109.47,1.00,1251.26,635.79,615.47,0.00,0.83,0.25,0.67,0.00,0,19,2700,958.93,187.56,0.25,12
C17731,233.09,1.00,2613.65,945.45,1668.20,0.00,1.00,0.33,1.00,0.00,0,39,6000,2255.23,427.74,0.67,12
C17732,2112.64,1.00,0.00,0.00,0.00,584.94,0.00,0.00,0.00,0.25,5,0,3500,540.09,746.13,0.00,12
C17733,1.10,0.27,343.82,0.00,343.82,169.36,0.83,0.00,0.83,0.08,1,10,4000,169.90,9.80,0.00,12
C17734,874.91,1.00,484.04,0.00,484.04,0.00,1.00,0.00,1.00,0.00,0,12,1000,873.43,194.06,0.00,12
C17735,844.02,1.00,0.00,0.00,0.00,1125.23,0.00,0.00,0.00,0.17,3,0,2500,535.60,237.23,0.00,12
C17736,87.03,0.64,697.57,0.00,697.57,0.00,0.50,0.00,0.42,0.00,0,15,3200,811.90,112.57,0.45,12
C17737,377.57,1.00,542.51,542.51,0.00,0.00,0.50,0.50,0.00,0.00,0,9,1000,567.69,175.94,0.00,12
C17738,2929.58,1.00,0.00,0.00,0.00,1319.28,0.00,0.00,0.00,0.40,11,0,3000,1153.35,3422.99,0.00,10
C17739,1101.79,1.00,1591.37,1591.37,0.00,447.95,0.67,0.67,0.00,0.17,2,10,3000,699.76,228.56,0.00,12
C17740,623.58,1.00,1344.85,1099.72,245.13,0.00,0.67,0.50,0.33,0.00,0,21,2200,1374.21,304.23,0.08,12
C17741,5.11,0.18,0.00,0.00,0.00,78.99,0.00,0.00,0.00,0.08,1,0,1000,77.98,14.84,0.10,12
C17742,2696.05,1.00,0.00,0.00,0.00,3100.94,0.00,0.00,0.00,0.75,15,0,3000,815.31,1011.87,0.00,12
C17743,1592.10,1.00,45.65,45.65,0.00,1465.07,0.08,0.08,0.00,0.08,1,1,5000,529.54,424.94,0.00,12
C17744,14.45,0.64,38.65,38.65,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1000,52.69,162.69,0.00,12
C17745,1062.02,1.00,0.00,0.00,0.00,402.34,0.00,0.00,0.00,0.20,3,0,1200,583.53,267.48,0.00,10
C17746,1033.49,1.00,137.57,0.00,137.57,0.00,0.17,0.00,0.17,0.00,0,3,1000,423.93,708.36,0.00,12
C17747,803.05,1.00,19.75,19.75,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2000,402.16,322.39,0.00,12
C17748,1551.91,1.00,416.64,105.00,311.64,0.00,1.00,0.08,1.00,0.00,0,14,2500,539.65,366.33,0.00,12
C17749,936.37,1.00,158.45,158.45,0.00,0.00,0.25,0.25,0.00,0.00,0,3,1700,160.70,443.54,0.00,12
C17750,1420.16,1.00,0.00,0.00,0.00,445.91,0.00,0.00,0.00,0.33,5,0,1500,661.56,772.86,0.00,12
C17751,14.14,0.88,175.98,0.00,175.98,0.00,0.88,0.00,0.75,0.00,0,7,1500,171.93,111.57,1.00,8
C17752,68.11,0.25,0.00,0.00,0.00,462.55,0.00,0.00,0.00,0.25,6,0,500,0.00,,0.00,8
C17753,3025.37,1.00,202.72,0.00,202.72,988.08,0.58,0.00,0.58,0.08,1,9,4500,3989.65,884.18,0.00,12
C17754,2513.98,1.00,0.00,0.00,0.00,6140.03,0.00,0.00,0.00,0.25,4,0,6000,560.46,741.92,0.00,12
C17755,542.98,1.00,1134.96,0.00,1134.96,2370.44,1.00,0.00,1.00,0.58,15,12,1000,2669.01,422.56,0.25,12
C17756,144.44,0.18,0.00,0.00,0.00,944.89,0.00,0.00,0.00,0.08,1,0,1000,542.04,365.77,0.00,12
C17757,2017.39,1.00,12024.37,11224.10,800.27,0.00,1.00,1.00,0.50,0.00,0,133,8000,11516.39,556.65,0.33,12
C17758,39.47,0.64,418.97,0.00,418.97,0.00,1.00,0.00,1.00,0.00,0,30,3000,655.16,109.87,0.00,12
C17759,2579.91,1.00,125.51,0.00,125.51,1377.05,0.25,0.00,0.17,0.42,10,3,3000,666.36,774.46,0.00,12
C17760,34.70,1.00,247.02,0.00,247.02,0.00,1.00,0.00,1.00,0.00,0,18,2500,194.42,162.91,0.17,12
C17761,29.47,0.55,149.00,149.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1000,350.18,215.22,0.00,12
C17762,2764.81,1.00,390.52,369.80,20.72,75.75,0.33,0.25,0.08,0.08,2,6,3000,743.24,1093.20,0.00,12
C17763,27.93,0.50,169.40,0.00,169.40,0.00,0.40,0.00,0.20,0.00,0,5,1500,116.26,145.09,0.00,10
C17764,2063.92,0.67,0.00,0.00,0.00,3858.37,0.00,0.00,0.00,0.17,2,0,4000,5696.70,584.84,0.00,6
C17765,1615.72,1.00,673.74,484.46,189.28,624.04,1.00,0.33,0.75,0.42,12,18,2000,785.83,873.82,0.00,12
C17767,348.32,1.00,0.00,0.00,0.00,178.14,0.00,0.00,0.00,0.18,2,0,500,142.74,195.41,0.00,11
C17768,992.72,1.00,527.88,0.00,527.88,1677.06,1.00,0.00,0.92,0.17,2,12,2000,2997.71,373.08,0.00,12
C17769,5.17,0.55,367.95,0.00,367.95,0.00,0.92,0.00,0.92,0.00,0,11,1000,400.46,28.88,0.13,12
C17770,1361.82,1.00,1309.72,1106.81,202.91,814.09,0.92,0.75,0.92,0.75,9,53,1700,1668.19,585.99,0.00,12
C17771,1186.28,1.00,391.67,391.67,0.00,0.00,0.50,0.50,0.00,0.00,0,8,1200,488.19,927.68,0.00,12
C17772,2966.41,1.00,1473.26,0.00,1473.26,979.39,1.00,0.00,1.00,0.17,2,20,3500,1464.91,1562.43,0.00,12
C17773,1910.79,1.00,2754.09,40.00,2714.09,0.00,1.00,0.08,1.00,0.00,0,122,5000,613.25,688.90,0.00,12
C17774,1175.07,1.00,2707.46,2468.96,238.50,323.01,0.75,0.67,0.33,0.17,2,29,1700,2288.30,708.71,0.08,12
C17776,378.32,1.00,315.02,0.00,315.02,0.00,1.00,0.00,1.00,0.00,0,20,1500,206.09,202.39,0.00,12
C17777,1492.44,1.00,1777.27,0.00,1777.27,0.00,0.92,0.00,0.83,0.00,0,19,5000,1969.41,344.76,0.00,12
C17778,434.39,1.00,343.50,343.50,0.00,949.91,0.17,0.17,0.00,0.17,5,2,1700,504.64,168.99,0.00,12
C17779,11.67,0.27,76.00,76.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4000,447.31,84.68,0.00,12
C17780,1.06,0.09,20.74,0.00,20.74,0.00,0.17,0.00,0.17,0.00,0,2,1500,168.49,98.86,0.00,12
C17781,12.17,1.00,187.32,0.00,187.32,0.00,1.00,0.00,1.00,0.00,0,12,2000,182.89,162.18,1.00,12
C17782,738.07,1.00,752.97,752.97,0.00,0.00,0.67,0.67,0.00,0.00,0,11,2500,1393.05,282.66,0.00,12
C17783,77.29,1.00,495.00,0.00,495.00,0.00,1.00,0.00,0.92,0.00,0,12,1500,416.91,206.71,0.18,12
C17784,1434.84,1.00,413.16,413.16,0.00,3005.37,0.42,0.42,0.00,0.17,6,10,3500,3716.54,330.71,0.08,12
C17785,1247.91,1.00,553.67,0.00,553.67,0.00,0.92,0.00,0.92,0.00,0,11,1200,1927.23,1247.61,0.08,12
C17786,88.35,1.00,697.91,477.91,220.00,0.00,1.00,1.00,0.42,0.00,0,31,5000,646.03,173.28,0.25,12
C17787,252.17,1.00,411.01,411.01,0.00,0.00,0.83,0.83,0.00,0.00,0,28,1000,459.47,188.12,0.00,12
C17788,1516.45,1.00,0.00,0.00,0.00,2817.91,0.00,0.00,0.00,0.14,1,0,6000,4161.94,297.62,0.29,7
C17789,3374.66,1.00,0.00,0.00,0.00,1154.99,0.00,0.00,0.00,0.33,7,0,4000,913.22,1284.06,0.00,12
C17790,1865.01,1.00,0.00,0.00,0.00,2087.39,0.00,0.00,0.00,0.25,3,0,2500,2709.69,460.33,0.08,12
C17791,2413.72,1.00,0.00,0.00,0.00,905.71,0.00,0.00,0.00,0.08,5,0,2500,626.89,770.72,0.00,12
C17792,411.28,1.00,1524.65,1153.52,371.13,0.00,1.00,0.58,1.00,0.00,0,51,900,626.10,236.65,0.08,12
C17793,97.28,0.82,3091.75,1456.80,1634.95,0.00,1.00,0.42,1.00,0.00,0,48,3000,3424.06,136.72,0.64,12
C17794,568.22,1.00,140.03,140.03,0.00,0.00,0.08,0.08,0.00,0.00,0,4,1200,203.36,203.60,0.00,12
C17795,2773.41,1.00,418.68,0.00,418.68,2260.08,1.00,0.00,1.00,0.67,14,31,3000,2027.44,1938.33,0.00,12
C17796,294.72,1.00,1880.00,0.00,1880.00,0.00,1.00,0.00,0.83,0.00,0,6,1000,1479.02,87.23,1.00,6
C17797,1619.00,0.36,0.00,0.00,0.00,4892.79,0.00,0.00,0.00,0.18,3,0,5000,368.65,403.88,0.00,11
C17798,197.16,1.00,0.00,0.00,0.00,351.02,0.00,0.00,0.00,0.25,2,0,1000,373.55,107.04,0.00,8
C17799,954.62,1.00,0.00,0.00,0.00,808.55,0.00,0.00,0.00,0.33,4,0,2000,228.64,398.36,0.00,12
C17800,44.94,1.00,401.06,0.00,401.06,0.00,0.92,0.00,0.92,0.00,0,11,1000,441.44,181.01,0.40,12
C17801,28.50,1.00,258.91,0.00,258.91,0.00,1.00,0.00,1.00,0.00,0,21,5000,247.07,162.59,0.75,12
C17802,7114.24,1.00,1072.24,1000.00,72.24,2088.21,0.67,0.08,0.58,0.25,7,9,10000,1837.75,2449.81,0.00,12
C17803,1007.44,1.00,430.54,0.00,430.54,687.67,1.00,0.00,1.00,0.17,2,21,4000,1526.51,286.22,0.00,12
C17804,2471.90,1.00,1590.58,1590.58,0.00,283.73,0.58,0.58,0.00,0.17,2,35,6500,814.00,622.04,0.00,12
C17805,733.10,0.71,0.00,0.00,0.00,1588.05,0.00,0.00,0.00,0.43,4,0,1500,582.05,200.25,0.00,7
C17806,1159.62,0.91,0.00,0.00,0.00,73.70,0.00,0.00,0.00,0.09,1,0,1200,192.97,391.47,0.00,11
C17807,1818.93,1.00,0.00,0.00,0.00,1566.81,0.00,0.00,0.00,0.33,11,0,2000,805.59,2754.62,0.00,12
C17808,90.58,1.00,809.79,0.00,809.79,0.00,1.00,0.00,1.00,0.00,0,44,2700,766.10,175.06,0.92,12
C17809,1819.44,1.00,0.00,0.00,0.00,197.33,0.00,0.00,0.00,0.33,4,0,2500,572.90,469.77,0.00,12
C17810,28.83,0.90,266.58,0.00,266.58,0.00,0.90,0.00,0.80,0.00,0,18,1500,223.92,138.85,0.75,10
C17811,7.83,0.18,92.24,0.00,92.24,0.00,0.17,0.00,0.17,0.00,0,2,1500,484.14,83.69,0.50,12
C17812,433.08,1.00,750.00,0.00,750.00,0.00,1.00,0.00,0.92,0.00,0,12,1500,719.97,195.91,0.00,12
C17813,45.82,0.18,632.00,0.00,632.00,0.00,0.17,0.00,0.17,0.00,0,2,4000,3746.42,119.29,1.00,12
C17814,2724.17,1.00,49.00,49.00,0.00,189.86,0.08,0.08,0.00,0.08,1,1,3000,558.69,1164.90,0.00,12
C17815,83.03,1.00,2298.89,567.55,1731.34,0.00,0.92,0.17,0.83,0.00,0,22,1000,2034.59,166.24,1.00,12
C17816,1008.49,1.00,639.70,0.00,639.70,0.00,1.00,0.00,1.00,0.00,0,32,1000,862.82,1027.53,0.00,12
C17817,1688.25,1.00,1937.64,928.18,1009.46,967.81,0.82,0.45,0.55,0.45,16,22,2500,745.06,963.52,0.00,11
C17818,608.30,1.00,0.00,0.00,0.00,27.11,0.00,0.00,0.00,0.08,1,0,1700,204.95,214.14,0.00,12
C17819,211.87,0.91,2505.30,0.00,2505.30,0.00,0.83,0.00,0.83,0.00,0,20,3800,2944.67,149.12,1.00,12
C17820,454.18,1.00,1361.65,1361.65,0.00,0.00,0.25,0.25,0.00,0.00,0,9,4000,1643.95,152.37,0.17,12
C17821,2646.02,1.00,1541.13,487.00,1054.13,1234.50,0.92,0.25,0.83,0.33,6,17,4000,600.20,575.91,0.00,12
C17822,332.70,1.00,1080.00,555.00,525.00,0.00,0.50,0.08,0.33,0.00,0,6,2000,603.18,99.57,0.00,12
C17823,489.49,1.00,215.00,70.00,145.00,732.65,0.33,0.17,0.08,0.42,10,5,700,881.80,316.53,0.09,12
C17824,312.20,0.18,0.00,0.00,0.00,5104.12,0.00,0.00,0.00,0.18,8,0,8000,0.00,,0.00,11
C17825,205.42,1.00,1174.98,0.00,1174.98,0.00,1.00,0.00,0.83,0.00,0,6,1000,989.88,78.50,0.50,6
C17826,3300.41,1.00,459.00,170.00,289.00,3895.39,0.67,0.25,0.42,0.42,13,9,5000,1585.24,904.65,0.00,12
C17827,5471.19,0.78,0.00,0.00,0.00,8412.00,0.00,0.00,0.00,0.56,10,0,9000,1281.45,1401.97,0.00,9
C17828,685.06,1.00,0.00,0.00,0.00,110.80,0.00,0.00,0.00,0.25,4,0,700,308.04,334.27,0.00,12
C17829,467.44,1.00,0.00,0.00,0.00,938.57,0.00,0.00,0.00,0.33,6,0,800,581.99,214.40,0.00,12
C17830,722.40,0.91,0.00,0.00,0.00,1356.69,0.00,0.00,0.00,0.33,5,0,1500,215.86,273.53,0.00,12
C17831,16.98,0.45,424.99,0.00,424.99,0.00,0.58,0.00,0.50,0.00,0,7,5000,603.40,77.55,0.50,12
C17832,275.24,0.91,0.00,0.00,0.00,610.09,0.00,0.00,0.00,0.25,5,0,700,1186.24,189.62,0.09,12
C17833,666.25,1.00,511.34,103.00,408.34,100.75,0.83,0.08,0.83,0.17,4,12,700,1145.87,768.27,0.00,12
C17834,20.59,1.00,320.64,0.00,320.64,0.00,1.00,0.00,1.00,0.00,0,12,4000,273.84,168.04,0.42,12
C17835,300.01,1.00,3286.41,2689.44,596.97,0.00,1.00,1.00,0.50,0.00,0,53,1400,3035.04,210.57,0.55,12
C17836,45.91,1.00,398.40,0.00,398.40,0.00,1.00,0.00,1.00,0.00,0,12,4000,403.59,171.92,0.92,12
C17837,3377.63,1.00,0.00,0.00,0.00,1241.56,0.00,0.00,0.00,0.08,2,0,5000,1028.19,724.60,0.00,12
C17838,25.41,1.00,504.96,0.00,504.96,0.00,1.00,0.00,1.00,0.00,0,48,3000,464.10,166.40,0.92,12
C17839,504.13,0.91,0.00,0.00,0.00,18.04,0.00,0.00,0.00,0.08,1,0,1200,1383.85,376.81,0.10,12
C17840,2270.62,1.00,1200.00,1200.00,0.00,2629.67,0.08,0.08,0.00,0.33,9,1,3000,967.53,1172.02,0.00,12
C17841,2230.69,1.00,0.00,0.00,0.00,2393.46,0.00,0.00,0.00,0.17,4,0,2500,458.73,467.26,0.00,12
C17842,30.22,0.64,332.50,0.00,332.50,0.00,0.58,0.00,0.50,0.00,0,8,3000,262.58,86.81,0.42,12
C17843,2741.02,1.00,0.00,0.00,0.00,36.74,0.00,0.00,0.00,0.08,2,0,3000,542.32,4738.97,0.00,12
C17844,124.58,0.82,1302.02,0.00,1302.02,0.00,0.75,0.00,0.75,0.00,0,9,3000,1737.69,162.03,0.56,12
C17845,1.70,0.09,9.87,0.00,9.87,0.00,0.08,0.00,0.08,0.00,0,1,5000,151.73,98.62,0.50,12
C17846,349.79,1.00,400.60,400.60,0.00,0.00,0.42,0.42,0.00,0.00,0,6,450,308.11,170.33,0.00,12
C17847,16.39,0.27,68.88,0.00,68.88,0.00,0.17,0.00,0.17,0.00,0,2,3000,639.61,129.31,0.00,12
C17848,1551.84,1.00,0.00,0.00,0.00,681.26,0.00,0.00,0.00,0.08,2,0,1800,522.49,596.99,0.00,12
C17849,0.41,0.09,49.00,49.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,3000,0.00,,0.00,12
C17850,68.05,0.91,501.85,0.00,501.85,0.00,1.00,0.00,1.00,0.00,0,31,1200,531.54,149.51,0.18,12
C17851,7081.17,1.00,0.00,0.00,0.00,26194.05,0.00,0.00,0.00,0.91,69,0,9000,20191.31,1926.02,0.22,11
C17852,211.35,1.00,267.34,0.00,267.34,0.00,1.00,0.00,1.00,0.00,0,22,4000,153.81,185.95,0.00,12
C17853,1.53,0.55,141.56,0.00,141.56,0.00,0.50,0.00,0.50,0.00,0,6,4000,248.10,44.57,1.00,12
C17854,827.00,1.00,0.00,0.00,0.00,965.53,0.00,0.00,0.00,0.25,20,0,1000,333.44,326.95,0.00,12
C17855,3495.74,1.00,0.00,0.00,0.00,9413.20,0.00,0.00,0.00,0.50,8,0,5000,9960.88,888.37,0.08,12
C17856,1571.22,1.00,375.24,375.24,0.00,1093.86,0.70,0.70,0.00,0.40,9,8,1700,824.98,563.48,0.00,10
C17857,180.24,1.00,2749.92,0.00,2749.92,0.00,1.00,0.00,1.00,0.00,0,12,500,2723.61,2549.23,0.08,12
C17858,21.87,0.64,405.00,255.00,150.00,0.00,0.33,0.08,0.25,0.00,0,7,4000,414.42,88.85,0.00,12
C17859,20.60,0.82,423.62,0.00,423.62,0.00,0.75,0.00,0.67,0.00,0,16,2500,452.61,165.04,0.71,12
C17860,1979.78,1.00,1687.62,1396.32,291.30,1418.63,0.92,0.67,0.75,0.33,6,31,3200,864.08,643.86,0.00,12
C17861,208.58,1.00,2608.02,2155.67,452.35,0.00,1.00,1.00,0.42,0.00,0,51,3500,2625.80,178.04,0.92,12
C17862,2041.53,1.00,94.16,0.00,94.16,972.53,0.08,0.00,0.08,0.42,12,1,2500,1073.03,577.73,0.00,12
C17863,786.16,1.00,679.24,100.00,579.24,890.64,1.00,0.08,0.92,0.25,8,13,1000,1653.19,504.65,0.09,12
C17864,3.02,0.25,45.60,0.00,45.60,0.00,0.25,0.00,0.25,0.00,0,2,1600,73.21,111.93,0.00,8
C17865,31.55,0.55,1428.02,509.00,919.02,0.00,1.00,0.25,1.00,0.00,0,37,1500,1137.56,45.16,0.00,12
C17866,37.55,1.00,633.24,0.00,633.24,0.00,1.00,0.00,1.00,0.00,0,12,4000,588.25,197.92,0.42,12
C17867,717.76,1.00,3358.25,3358.25,0.00,0.00,1.00,1.00,0.00,0.00,0,127,4000,2370.59,202.79,0.00,12
C17868,95.08,0.82,817.66,0.00,817.66,0.00,0.83,0.00,0.75,0.00,0,10,2500,761.01,151.02,0.38,12
C17869,2.91,1.00,347.55,0.00,347.55,0.00,0.25,0.00,0.25,0.00,0,3,5000,386.64,11.80,0.00,12
C17870,0.57,0.09,29.00,29.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2500,319.17,,0.00,12
C17871,143.51,1.00,549.17,0.00,549.17,0.00,0.75,0.00,0.67,0.00,0,22,1500,285.15,207.00,0.00,12
C17872,1587.71,1.00,450.00,0.00,450.00,270.92,0.50,0.00,0.50,0.25,4,6,1800,600.30,1032.60,0.00,12
C17873,2246.21,1.00,0.00,0.00,0.00,2561.49,0.00,0.00,0.00,0.29,4,0,4500,434.93,330.29,0.00,7
C17874,3395.09,1.00,0.00,0.00,0.00,9071.15,0.00,0.00,0.00,0.17,5,0,9000,9483.80,975.83,0.17,12
C17875,16.83,0.45,15.00,15.00,0.00,209.03,0.09,0.09,0.00,0.09,1,1,7500,430.21,86.96,0.00,11
C17876,1205.24,1.00,413.23,331.87,81.36,0.00,1.00,0.75,0.63,0.00,0,19,1200,476.38,462.79,0.00,8
C17877,1354.62,1.00,495.43,495.43,0.00,453.24,0.75,0.75,0.00,0.50,8,13,2000,280.31,442.99,0.00,12
C17878,1923.70,0.73,527.60,0.00,527.60,5326.34,0.25,0.00,0.25,0.42,48,25,5000,2999.46,1008.78,0.00,12
C17879,0.00,0.00,30.98,0.00,30.98,0.00,0.17,0.00,0.17,0.00,0,2,4000,63.58,14.46,0.09,12
C17880,1610.49,1.00,0.00,0.00,0.00,811.49,0.00,0.00,0.00,0.25,3,0,2000,383.43,362.43,0.00,12
C17881,448.43,1.00,0.00,0.00,0.00,1158.13,0.00,0.00,0.00,0.17,3,0,1400,1956.05,185.62,0.08,12
